3,0.03706
6,0.02495
8,0.07311
10,0.02670
15,0.85367
19,0.04703
23,0.03746
28,0.09927
29,0.07809
30,0.03707
32,0.01557
33,0.05346
34,0.03565
35,0.23580
36,0.08568
38,0.02824
39,0.02393
49,0.02531
50,0.05514
54,0.05466
55,0.06733
56,0.38726
61,0.03353
64,0.05056
72,0.55091
75,0.06408
80,0.03819
86,0.16976
89,0.03429
93,0.03005
94,0.02211
95,0.07699
105,0.02486
108,0.00190
127,0.04023
130,0.04875
132,0.04647
135,0.02383
140,0.02227
144,0.02643
147,0.02491
150,0.03362
151,0.04563
152,0.05012
153,0.02719
154,0.03581
155,0.17957
163,0.02573
167,0.01324
168,0.03539
171,0.14845
175,0.01835
178,0.04990
182,0.03645
183,0.04419
188,0.00601
192,0.04871
204,0.54446
214,0.32075
216,0.03683
219,0.03088
222,0.05056
224,0.03419
226,0.02867
227,0.08158
228,0.08645
230,0.13894
232,0.02734
236,0.02090
243,0.11387
246,0.05108
250,0.03546
252,0.05053
255,0.05794
257,0.03562
258,0.01215
259,0.15452
261,0.04463
271,0.28972
273,0.01226
274,0.04840
280,0.02705
282,0.10841
285,0.27084
286,0.03206
290,0.46288
291,0.00093
298,0.18627
299,0.23479
300,0.01471
301,0.01111
302,0.01454
304,0.08839
306,0.03888
308,0.08066
310,0.06934
311,0.11840
313,0.11026
314,0.03416
317,0.11790
319,0.03699
321,0.09087
322,0.08410
324,0.03505
325,0.06896
332,0.23431
334,0.09990
338,0.04296
339,0.01506
341,0.00770
346,0.23978
348,0.04407
349,0.01173
350,0.20612
356,0.04232
358,0.00822
359,0.00522
362,0.01029
363,0.01830
368,0.01781
370,0.05317
371,0.03108
372,0.13444
373,0.02901
377,0.02699
378,0.02385
379,0.03459
389,0.01020
390,0.01290
391,0.04727
392,0.00507
394,0.02160
396,0.03132
402,0.04664
403,0.23292
405,0.03104
406,0.06869
407,0.26375
415,0.16053
417,0.42364
419,0.00075
421,0.01056
422,0.01660
425,0.14016
427,0.03125
428,0.02078
429,0.05839
431,0.04434
432,0.11071
433,0.01336
435,0.02473
439,0.13094
440,0.02989
447,0.07409
465,0.35854
477,0.01384
488,0.04960
506,0.11487
514,0.02360
515,0.00732
517,0.00691
524,0.00925
525,0.02697
538,0.01180
545,0.10453
549,0.11960
554,0.00107
559,0.11615
560,0.06248
564,0.02199
565,0.00075
566,0.02233
567,0.02836
575,0.07505
579,0.24598
581,0.00908
584,0.02148
586,0.01089
587,0.12881
589,0.02463
590,0.03428
592,0.01989
600,0.15417
601,0.01297
604,0.01061
606,0.00996
607,0.02334
608,0.49710
609,0.03832
611,0.03413
613,0.03242
616,0.01737
617,0.02602
618,0.00701
619,0.01285
622,0.02384
624,0.02790
626,0.09271
627,0.03331
628,0.02720
631,0.03586
633,0.31914
636,0.05861
637,0.08897
643,0.10705
644,0.12786
645,0.00710
647,0.11453
650,0.02564
656,0.06540
657,0.01777
658,0.03877
659,0.09838
663,0.12794
664,0.04496
665,0.15057
667,0.07704
668,0.03305
670,0.01887
673,0.09168
674,0.03913
675,0.05086
677,0.05970
681,0.05056
682,0.04122
684,0.03237
686,0.03837
687,0.03087
691,0.06454
694,0.01956
696,0.06710
697,0.15197
700,0.05679
704,0.13341
705,0.06546
706,0.07567
707,0.10875
710,0.11275
714,0.02616
715,0.03897
717,0.04713
719,0.07585
722,0.26842
723,0.06385
725,0.03818
730,0.10890
733,0.11081
737,0.79019
739,0.09813
741,0.14460
742,0.06309
743,0.04046
744,0.03634
746,0.06322
748,0.04452
749,0.09320
750,0.05642
756,0.09022
760,0.05593
761,0.20645
762,0.87523
763,0.21726
764,0.16892
765,0.36840
769,0.09012
771,0.06027
778,0.08239
779,0.03195
784,0.04769
789,0.17094
791,0.02448
793,0.01946
794,0.06390
795,0.04197
797,0.00689
798,0.07227
802,0.03690
803,0.09284
805,0.11107
806,0.03040
810,0.10138
813,0.11923
817,0.15387
820,0.04178
822,0.03700
823,0.01534
825,0.46616
826,0.13357
827,0.13998
829,0.06348
836,0.10987
837,0.03495
838,0.05759
839,0.03028
840,0.20736
844,0.09758
849,0.05804
852,0.00317
853,0.09217
856,0.34598
857,0.25050
859,0.16917
861,0.08494
863,0.06110
864,0.05136
866,0.04836
868,0.05285
871,0.17978
873,0.10738
875,0.03370
878,0.10775
881,0.04723
882,0.03820
885,0.04232
887,0.19574
893,0.10938
895,0.12009
896,0.30325
897,0.03237
903,0.01299
904,0.20107
906,0.02440
907,0.08666
908,0.25384
913,0.10246
918,0.04675
922,0.12181
928,0.03877
929,0.02819
930,0.04154
932,0.06838
934,0.03646
935,0.14428
936,0.06988
937,0.20350
938,0.10304
941,0.13943
942,0.02621
943,0.04923
945,0.06098
946,0.28116
947,0.18921
948,0.08656
955,0.06040
956,0.06317
958,0.10524
959,0.28025
960,0.17074
963,0.10755
966,0.04148
967,0.19070
968,0.13037
971,0.14460
972,0.07888
974,0.37659
975,0.13422
977,0.02905
978,0.27462
979,0.03742
981,0.04531
982,0.07875
983,0.01363
985,0.07101
989,0.11711
991,0.04201
993,0.46539
994,0.09302
995,0.04647
999,0.12924
1000,0.14567
1006,0.06108
1007,0.07187
1012,0.11337
1014,0.11140
1018,0.16766
1020,0.01614
1022,0.13125
1023,0.06216
1024,0.14308
1026,0.49761
1029,0.02484
1030,0.02337
1031,0.20215
1032,0.07252
1034,0.13909
1035,0.22755
1038,0.03326
1039,0.04660
1043,0.04425
1044,0.02553
1049,0.27077
1053,0.11992
1055,0.11316
1060,0.00787
1061,0.16461
1062,0.07967
1074,0.04378
1075,0.07497
1077,0.00246
1080,0.10222
1092,0.04119
1097,0.17514
1100,0.18638
1103,0.20622
1111,0.20301
1114,0.04114
1123,0.11026
1124,0.05994
1125,0.08744
1127,0.10341
1128,0.04741
1131,0.05540
1137,0.10187
1140,0.15956
1141,0.02351
1144,0.04361
1151,0.24014
1152,0.04954
1154,0.12671
1156,0.08401
1157,0.35600
1159,0.28014
1160,0.05198
1164,0.26791
1165,0.17236
1166,0.57258
1167,0.23207
1168,0.06762
1185,0.29703
1186,0.38907
1190,0.08424
1191,0.17282
1192,0.02161
1193,0.21061
1196,0.05112
1199,0.21249
1200,0.18824
1201,0.27487
1203,0.08801
1211,0.52196
1218,0.07306
1220,0.04316
1221,0.03624
1222,0.14727
1230,0.21053
1232,0.00729
1234,0.18547
1236,0.10616
1239,0.33109
1240,0.02347
1241,0.08624
1243,0.19166
1247,0.30656
1248,0.19407
1250,0.17449
1253,0.16020
1259,0.04651
1260,0.04720
1261,0.19142
1266,0.03458
1267,0.35737
1270,0.01238
1277,0.04797
1279,0.19133
1282,0.05358
1284,0.20649
1285,0.19051
1286,0.14540
1287,0.00882
1291,0.27603
1296,0.10553
1297,0.87362
1300,0.00286
1305,0.32456
1307,0.37201
1310,0.33277
1315,0.20723
1319,0.23655
1321,0.07361
1322,0.21948
1323,0.03867
1326,0.04603
1330,0.11618
1352,0.29688
1353,0.20288
1357,0.48483
1360,0.29963
1372,0.04435
1374,0.31258
1375,0.09411
1377,0.12078
1378,0.25641
1382,0.06582
1384,0.20708
1385,0.48989
1389,0.07570
1390,0.11188
1393,0.27314
1394,0.10849
1396,0.10175
1402,0.08224
1403,0.23389
1407,0.15590
1411,0.12542
1412,0.04736
1413,0.20150
1416,0.37050
1418,0.09398
1419,0.23932
1420,0.08860
1425,0.09081
1428,0.25887
1432,0.01015
1435,0.03278
1437,0.22942
1439,0.07629
1441,0.06602
1442,0.06124
1444,0.09866
1446,0.04616
1453,0.41423
1464,0.14941
1465,0.06211
1468,0.09624
1471,0.15274
1472,0.01444
1473,0.37569
1476,0.14688
1478,0.03011
1482,0.26965
1484,0.13484
1485,0.06004
1486,0.04087
1487,0.15051
1489,0.12957
1490,0.10828
1492,0.33027
1493,0.10294
1496,0.23749
1497,0.14362
1498,0.16455
1501,0.11162
1506,0.10103
1507,0.05151
1510,0.01729
1513,0.06381
1514,0.29501
1518,0.07499
1520,0.11086
1521,0.26517
1524,0.07876
1525,0.13421
1531,0.07358
1532,0.03496
1533,0.05237
1534,0.19536
1537,0.08756
1538,0.18986
1542,0.12616
1547,0.18826
1548,0.15523
1549,0.89339
1550,0.08128
1555,0.17386
1556,0.10363
1557,0.04156
1563,0.06264
1564,0.10667
1565,0.15488
1566,0.21217
1569,0.05813
1571,0.34655
1573,0.15696
1580,0.12861
1581,0.00186
1583,0.12041
1585,0.37479
1587,0.08907
1592,0.17322
1593,0.12623
1595,0.06358
1596,0.16140
1597,0.11223
1600,0.05649
1603,0.15297
1604,0.08894
1608,0.25456
1610,0.06984
1612,0.02565
1613,0.11116
1618,0.08939
1619,0.10031
1621,0.21447
1622,0.30310
1628,0.13542
1629,0.06529
1633,0.63999
1636,0.02392
1637,0.21649
1638,0.11611
1641,0.14496
1646,0.25917
1648,0.30687
1649,0.08300
1652,0.07044
1653,0.22179
1654,0.12010
1657,0.03607
1658,0.15756
1661,0.15922
1662,0.08881
1664,0.00253
1669,0.07314
1672,0.09823
1678,0.08883
1679,0.32824
1680,0.42980
1687,0.04412
1688,0.43551
1689,0.06038
1692,0.05700
1697,0.15928
1700,0.25032
1701,0.13022
1705,0.26461
1706,0.30230
1707,0.09864
1714,0.12838
1716,0.04429
1717,0.33843
1718,0.14361
1723,0.26721
1726,0.15149
1729,0.32704
1730,0.13745
1732,0.09669
1733,0.24859
1734,0.41784
1744,0.28805
1746,0.11529
1747,0.11433
1749,0.15281
1752,0.13340
1754,0.49847
1757,0.16685
1758,0.16439
1768,0.12465
1769,0.37568
1770,0.02993
1771,0.01975
1772,0.28629
1774,0.24335
1777,0.27391
1780,0.10473
1781,0.26544
1783,0.20905
1787,0.17471
1788,0.11539
1791,0.13475
1792,0.28586
1793,0.04861
1798,0.11960
1799,0.42745
1802,0.11728
1805,0.14988
1808,0.30669
1811,0.11846
1814,0.40520
1816,0.21451
1819,0.02367
1823,0.16503
1833,0.02100
1835,0.18372
1836,0.29922
1837,0.10820
1842,0.37304
1847,0.31880
1848,0.14875
1849,0.17304
1855,0.24392
1857,0.10172
1858,0.16587
1859,0.17222
1861,0.05576
1864,0.09177
1865,0.06812
1880,0.15492
1884,0.10160
1888,0.28546
1893,0.28437
1901,0.11235
1903,0.15607
1908,0.15091
1915,0.16358
1918,0.30284
1919,0.47098
1920,0.07086
1927,0.13658
1935,0.16389
1950,0.00642
1953,0.12635
1955,0.01534
1956,0.42565
1961,0.08283
1963,0.14242
1964,0.23004
1965,0.14065
1966,0.28714
1969,0.22644
1970,0.00568
1971,0.02199
1972,0.23461
1973,0.20623
1977,0.16779
1979,0.14857
1982,0.45925
1983,0.08925
1984,0.21166
1985,0.10874
1987,0.17469
1990,0.42841
1991,0.13834
1992,0.29115
1997,0.18649
2001,0.32296
2004,0.15485
2007,0.06709
2014,0.25933
2016,0.29964
2053,0.13822
2055,0.05973
2060,0.06669
2062,0.22507
2066,0.81754
2069,0.02735
2071,0.24518
2072,0.09317
2073,0.16387
2076,0.14741
2079,0.10011
2083,0.01997
2085,0.08643
2091,0.15116
2092,0.00063
2095,0.11359
2097,0.15398
2101,0.05845
2102,0.25413
2106,0.18158
2109,0.10917
2112,0.01361
2114,0.35698
2116,0.24434
2117,0.36375
2119,0.10639
2120,0.40138
2121,0.05540
2128,0.24966
2129,0.11854
2133,0.02305
2134,0.38720
2135,0.35165
2137,0.12742
2144,0.48552
2145,0.62082
2151,0.19355
2157,0.20903
2160,0.31667
2163,0.03556
2165,0.13149
2168,0.10124
2174,0.35908
2178,0.10709
2181,0.11926
2182,0.06056
2185,0.00371
2193,0.23228
2195,0.03704
2202,0.07706
2205,0.06547
2206,0.06480
2209,0.39426
2210,0.44351
2211,0.12202
2223,0.08401
2225,0.47474
2229,0.03243
2231,0.28752
2233,0.01828
2234,0.02777
2237,0.48525
2240,0.49798
2241,0.19312
2242,0.04078
2244,0.00269
2246,0.14613
2247,0.00094
2251,0.34547
2252,0.43331
2253,0.10691
2256,0.40438
2257,0.39312
2258,0.28152
2264,0.25769
2273,0.24867
2276,0.39512
2277,0.08568
2281,0.07145
2285,0.18402
2289,0.29080
2290,0.34128
2294,0.09384
2297,0.46898
2305,0.00000
2307,0.19754
2322,0.33579
2323,0.39113
2324,0.41157
2325,0.28562
2326,0.21426
2328,0.84229
2329,0.16980
2332,0.07629
2333,0.15780
2338,0.28900
2339,0.11071
2340,0.05702
2341,0.20571
2342,0.00811
2345,0.14663
2348,0.11098
2350,0.12064
2354,0.49441
2356,0.27540
2362,0.03815
2364,0.39783
2365,0.00000
2366,0.05852
2369,0.23771
2371,0.33019
2375,0.27359
2376,0.02517
2378,0.01068
2381,0.47260
2384,0.26348
2385,0.18927
2386,0.08512
2397,0.22341
2398,1.00000
2400,0.23064
2409,0.06119
2410,0.22337
2411,0.54086
2416,0.21860
2420,0.00017
2422,0.00070
2423,0.01110
2425,0.01931
2426,0.09007
2433,0.36980
2435,0.14984
2440,0.32058
2456,0.38587
2470,0.29097
2474,0.33503
2475,0.14043
2479,0.08809
2484,0.04304
2485,0.54637
2490,0.22880
2499,0.08230
2501,0.10176
2504,0.26791
2506,0.33100
2507,0.20714
2508,0.39665
2510,0.40402
2511,0.19384
2516,0.67364
2517,0.37025
2535,0.72432
2542,0.38668
2544,0.29969
2547,0.21156
2550,0.27942
2552,0.04897
2560,0.25552
2565,0.86200
2570,0.15722
2571,0.05230
2575,0.08962
2576,0.75770
2579,0.26061
2580,0.13656
2585,0.42343
2587,0.18487
2589,0.07220
2591,0.04062
2592,0.32262
2593,0.45865
2594,0.45978
2595,0.28325
2597,0.27654
2599,0.16270
2604,0.12925
2605,0.31496
2607,0.04387
2612,0.26328
2617,0.18344
2618,0.10299
2619,0.44532
2620,0.24916
2623,0.27863
2625,0.85301
2629,0.05077
2638,0.02903
2643,0.26886
2645,0.00741
2646,0.37059
2647,0.06645
2650,0.07012
2651,0.48052
2652,0.08323
2653,0.64809
2654,0.66844
2655,0.26537
2657,0.49731
2658,0.24747
2660,0.47470
2662,0.26061
2665,0.20003
2667,0.33239
2669,0.19067
2670,0.05786
2672,0.01544
2674,0.30098
2678,0.00335
2679,0.00423
2685,0.27422
2686,0.31224
2687,0.20385
2689,0.25549
2693,0.44258
2696,0.36192
2697,0.35529
2700,0.29181
2707,0.28423
2708,0.23609
2713,0.28965
2720,0.07699
2721,0.16793
2724,0.17068
2727,0.37293
2736,0.05019
2746,0.40658
2747,0.39878
2751,0.03368
2754,0.35813
2760,0.28740
2763,0.29605
2764,0.21828
2765,0.20865
2768,0.14791
2770,0.06486
2774,0.43471
2775,0.58837
2777,0.12593
2781,0.04725
2785,0.38187
2787,0.33643
2790,0.46692
2794,0.32076
2797,0.05771
2798,0.00306
2799,0.18233
2801,0.11792
2805,0.22736
2809,0.22837
2811,0.29212
2814,0.20323
2815,0.22106
2818,0.04774
2819,0.34285
2821,0.03098
2822,0.36510
2825,0.08547
2828,0.25713
2830,0.34167
2831,0.37901
2834,0.24216
2838,0.13553
2843,0.04649
2844,0.04318
2851,0.31704
2856,0.27975
2859,0.42968
2871,0.61228
2877,0.25482
2880,0.14820
2900,0.51964
2902,0.13160
2909,0.33936
2910,0.00343
2912,0.28056
2914,0.07407
2917,0.11431
2918,0.22463
2922,0.16948
2923,0.30655
2925,0.20418
2926,0.09047
2928,0.05489
2932,0.32383
2940,0.24976
2946,0.09899
2951,0.25733
2955,0.24835
2956,0.00247
2958,0.53501
2963,0.28172
2966,0.16464
2968,0.24736
2972,0.20158
2973,0.37493
2974,0.10763
2977,0.13822
2979,0.09190
2981,0.34107
2990,0.00442
2991,0.08477
2993,0.13421
2996,0.10391
2999,0.25168
3000,0.12905
3002,0.35113
3005,0.51541
3007,0.39152
3009,0.28845
3010,0.27850
3014,0.42184
3015,0.21580
3018,0.21461
3020,0.25891
3021,0.25355
3023,0.00909
3024,0.41391
3026,0.44607
3027,0.39203
3028,0.37847
3029,0.29114
3030,0.30410
3033,0.34250
3034,0.54224
3036,0.00590
3050,0.15466
3056,0.15669
3059,0.33980
3068,0.07284
3073,0.21537
3080,0.05784
3082,0.01577
3084,0.56637
3089,0.87340
3092,0.33109
3099,0.16710
3103,0.35171
3104,0.09123
3105,0.00568
3106,0.26487
3109,0.00627
3114,0.28670
3117,0.66178
3125,0.33762
3126,0.12812
3130,0.18353
3136,0.28185
3138,0.02010
3140,0.44069
3144,0.36468
3145,0.14957
3148,0.30731
3150,0.25860
3155,0.07153
3164,0.22779
3171,0.01135
3173,0.26604
3180,0.21186
3191,0.19306
3192,0.56839
3193,0.03304
3195,0.00000
3200,0.18695
3201,0.00817
3205,0.00026
3235,0.07986
3237,0.01448
3238,0.50360
3243,0.18758
3245,0.00000
3251,0.31173
3253,0.46872
3255,0.04749
3256,0.01779
3258,0.39934
3260,0.42629
3265,0.35948
3266,0.02907
3271,0.06089
3274,0.32360
3276,0.53703
3284,0.27766
3285,0.04329
3291,0.57331
3293,0.14544
3297,0.14750
3301,0.05151
3307,0.31833
3309,0.31598
3310,0.16965
3313,0.09445
3319,0.11003
3320,0.17505
3321,0.36127
3324,0.17687
3334,0.67873
3338,0.29324
3346,0.24547
3348,0.12951
3351,0.31271
3352,0.90250
3363,0.00182
3371,0.26042
3376,0.16614
3381,0.15184
3393,0.35158
3394,0.39550
3404,0.36851
3408,0.44474
3409,0.05733
3410,0.05366
3417,0.36126
3429,0.01834
3433,0.21537
3435,0.23586
3439,0.45047
3443,0.56720
3446,0.09013
3447,0.36957
3452,0.39375
3453,0.30864
3454,0.43305
3455,0.25099
3456,0.79456
3458,0.24147
3459,0.59231
3460,0.35276
3461,0.06054
3463,0.12031
3464,0.23000
3465,0.01124
3473,0.39691
3479,0.27396
3480,0.35098
3483,0.22810
3486,0.11902
3489,0.33943
3498,0.36087
3506,0.20648
3516,0.39528
3520,0.18021
3529,0.32679
3537,0.75887
3538,0.13211
3541,0.24601
3547,0.12464
3548,0.14677
3549,0.06667
